trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
353,False,"{'a': 0.0035, 'e': 0.3290490095153887}",25,9,8.487528929416765,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.0035, 'e': 0.3257419058824663}",30,0,13.330137966301027,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.0035, 'e': 0.3224308119152706}",25,12,5.525527081121497,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.0035, 'e': 0.3191157681746608}",25,19,-11.00330317607609,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.0035, 'e': 0.3157968152698814}",30,1,3.1467094610781103,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
358,False,"{'a': 0.0035, 'e': 0.3124739938580641}",20,0,-57.351232926750804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
359,False,"{'a': 0.0035, 'e': 0.3091473446437298}",20,10,-10.950664991898057,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.0035, 'e': 0.30581690837828934}",35,22,21.65327833417416,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.0035, 'e': 0.3024827258595455}",25,11,3.0844291590046558,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
362,False,"{'a': 0.0035, 'e': 0.29914483793119256}",20,14,-0.7229906817714602,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.0035, 'e': 0.295803285482316}",30,10,-16.613000181091934,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
364,False,"{'a': 0.0035, 'e': 0.29245810944689116}",20,0,19.24683151680358,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.0035, 'e': 0.28910935080328287}",20,12,-16.830486587528288,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
366,False,"{'a': 0.0035, 'e': 0.2857570505737428}",25,0,7.649016044742304,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
367,False,"{'a': 0.0035, 'e': 0.28240124982390646}",20,6,-44.76919013900404,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
368,False,"{'a': 0.0035, 'e': 0.2790419896622912}",20,0,-11.139816012714963,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
369,False,"{'a': 0.0035, 'e': 0.2756793112397921}",25,7,14.327576110862514,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.0035, 'e': 0.272313255749178}",20,10,-1.4595618617102073,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.0035, 'e': 0.268943864424586}",20,0,3.4230584662324643,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
372,False,"{'a': 0.0035, 'e': 0.265571178541018}",25,15,10.062579663043831,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.0035, 'e': 0.262195239413834}",35,21,-16.297582665574417,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
374,False,"{'a': 0.0035, 'e': 0.2588160883982461}",20,0,8.020748783970339,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
375,False,"{'a': 0.0035, 'e': 0.2554337668888117}",25,13,20.50743795880198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.0035, 'e': 0.25204831631892716}",20,1,-10.392906095461681,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
377,False,"{'a': 0.0035, 'e': 0.24865977816031962}",20,0,21.810848386414225,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.0035, 'e': 0.24526819392253935}",25,10,-45.930999921379474,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
379,False,"{'a': 0.0035, 'e': 0.24187360515245046}",25,14,-10.559775162757818,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.0035, 'e': 0.23847605343372313}",20,9,6.513556307384598,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.0035, 'e': 0.23507558038632345}",20,12,14.643196229152704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.0035, 'e': 0.2316722276660039}",25,11,16.500307505975595,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.0035, 'e': 0.22826603696379233}",20,0,-4.1933015770157525,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
384,False,"{'a': 0.0035, 'e': 0.22485705000548248}",20,2,-98.62883786880575,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 3}",1
385,False,"{'a': 0.0035, 'e': 0.22144530855112216}",25,18,12.223335939929825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.0035, 'e': 0.21803085439450107}",30,4,6.554576438411945,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
387,False,"{'a': 0.0035, 'e': 0.2146137293626402}",25,4,13.824271224314714,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.0035, 'e': 0.2111939753152784}",20,8,-24.897215151615985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.0035, 'e': 0.20777163414436023}",30,12,26.70789471815687,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.0035, 'e': 0.20434674777352183}",20,13,12.124864839380166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.0035, 'e': 0.20091935815757855}",30,6,11.69947979189075,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.0035, 'e': 0.19748950728201042}",20,6,-32.423324400779215,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
393,False,"{'a': 0.0035, 'e': 0.19405723716244794}",25,18,13.11024606091701,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.0035, 'e': 0.19062258984415673}",25,14,-0.892698966241064,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
395,False,"{'a': 0.0035, 'e': 0.1871856074015237}",30,15,-57.508102046223996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
396,False,"{'a': 0.0035, 'e': 0.18374633193754078}",25,10,2.7439237133955503,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
397,False,"{'a': 0.0035, 'e': 0.18030480558328965}",20,8,18.693419865284596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.0035, 'e': 0.17686107049742464}",25,13,19.385462147840762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.0035, 'e': 0.17341516886565772}",25,17,1.0270728942029752,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.0035, 'e': 0.16996714290024081}",20,12,-6.354483813486542,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
401,False,"{'a': 0.0035, 'e': 0.16651703483944905}",30,13,-8.835961774172574,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
402,False,"{'a': 0.0035, 'e': 0.16306488694706261}",25,19,3.9186036732633456,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.0035, 'e': 0.15961074151185023}",20,16,9.247434276315758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.0035, 'e': 0.15615464084705052}",20,12,7.603505201292429,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.0035, 'e': 0.15269662728985298}",25,9,2.8943909409478907,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
406,False,"{'a': 0.0035, 'e': 0.1492367432008806}",25,13,5.576426842227371,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.0035, 'e': 0.14577503096367025}",25,7,25.274571282116145,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.0035, 'e': 0.1423115329841538}",20,10,20.90072718005992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.0035, 'e': 0.13884629169013768}",20,14,-10.793503438052259,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
410,False,"{'a': 0.0035, 'e': 0.13537934953078465}",20,10,-3.329276676247834,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.0035, 'e': 0.13191074897609284}",20,7,14.692741258914754,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.0035, 'e': 0.12844053251637585}",25,12,23.01687039128977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.0035, 'e': 0.12496874266174149}",25,16,17.1099660142496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.0035, 'e': 0.12149542194157227}",25,15,21.81277256096914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.0035, 'e': 0.1180206129040036}",20,12,4.70665064865214,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.0035, 'e': 0.11454435811540296}",20,0,31.244020318899608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.0035, 'e': 0.11106670015984757}",30,14,27.95415320738636,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.0035, 'e': 0.10758768163860415}",20,3,25.422644484547522,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.0035, 'e': 0.10410734516960604}",30,20,18.045650785157502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.0035, 'e': 0.10062573338693173}",25,11,24.952379292903416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.0035, 'e': 0.09714288894028154}",30,18,-21.729911216601636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
422,False,"{'a': 0.0035, 'e': 0.09365885449445663}",20,14,9.363914466279159,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.0035, 'e': 0.0901736727288356}",25,14,-5.375816456408242,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
424,False,"{'a': 0.0035, 'e': 0.08668738633685107}",20,6,25.198097663365004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.0035, 'e': 0.08320003802546795}",25,17,14.03845874191508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.0035, 'e': 0.07971167051465945}",20,5,17.922843119956944,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.0035, 'e': 0.07622232653688418}",30,16,11.725007152159169,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.0035, 'e': 0.0727320488365618}",20,10,7.02596765303176,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.0035, 'e': 0.06924088016955068}",25,14,19.84068837463028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.0035, 'e': 0.06574886330262336}",20,8,10.693508041444023,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.0035, 'e': 0.06225604101294302}",35,18,17.24360084582646,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.0035, 'e': 0.058762456087538564}",35,22,-0.4131398478811157,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
433,False,"{'a': 0.0035, 'e': 0.05526815132278187}",25,9,28.934005446770072,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.0035, 'e': 0.05177316952386262}",20,12,6.390148716850382,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.0035, 'e': 0.04827755350426435}",25,0,39.74446109362891,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.0035, 'e': 0.044781346085239156}",25,17,14.071234543628652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.0035, 'e': 0.041284590095284415}",20,10,19.01973293016749,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.0035, 'e': 0.03778732836961728}",20,6,24.132029538173537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.0035, 'e': 0.03428960374965038}",30,12,29.5282808486232,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.0035, 'e': 0.03079145908246612}",20,16,6.545821269836984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.0035, 'e': 0.027292937220293155}",20,6,25.641790411093616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.0035, 'e': 0.02379408101998077}",30,16,27.222630318175717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.0035, 'e': 0.020294933342473214}",25,15,19.010349297528823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.0035, 'e': 0.016795537052286005}",20,14,12.630067208598344,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.0035, 'e': 0.013295935016979937}",20,16,7.397801632873259,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.0035, 'e': 0.009796170106636403}",20,12,14.695662600220345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.0035, 'e': 0.006296285193331342}",25,15,20.1192959034618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,2,30.60964381003551,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,23.33418800988589,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,20,16.14650443287303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,10,26.50599082936599,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,9,14.63131841865663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,18,11.202364888074253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,20,10.194224574262075,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,15,9.719213680554054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,10,39.27132805176215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,18,21.133235652947178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
